<AWDNBR>,<SUBJECT>,<ARCHDATE>,<YEAR>,<EMAIL>,<AGENCY>,<LINENBR>,<OFFADD>,label,<CLASSCOD>,<NAICS>,<AWDAMT>,iname,<AWDDATE>,<SOLNBR>,<URL>,<OFFICE>,<LOCATION>,<ZIP>,<DATE>,<DESC>,<AWARDEE>,<CONTACT>,<NTYPE>
SB1341-17-SE-0229,Potable Water Testing,,17,,Department of Commerce,,325 Broadwayr Boulder CO 80305,<AWARD>,H,541690,"$402,759.76",0bb803b1-8a77-11e7-89d0-1cc1de329608,080217,SB1341-17-RQ-0349,https://www.fbo.gov/notices/d0d1c3bd51689cd813c830f77ff09972,National Institute of Standards and Technology (NIST),NIST AMD Boulder,80305,0822,,Ayuda Compnies,"Marc R. Zurasky, Phone 3034973246, Email marc.zurasky@nist.gov - Will Zbaeren, Lead Contract Specialist / Contracting Officer, Email willard.zbaeren@nist.gov",COMBINE  
N0016417CGM59,FULL AND OPEN COMPETION x96 XENON DIFLUORIDE ETCH TOOL,,17,,Department of the Navy,0001 x96 0003,300 Highway 361rBuilding 3373 Crane IN 47522-5001,<AWARD>,66,333242,"$201,350.00",0bb803c1-8a77-11e7-89d0-1cc1de329608,082217,N0016417Q0019,https://www.fbo.gov/spg/DON/NAVSEA/N00164/Awards/N0016417CGM59.html,Naval Sea Systems Command,NSWC Crane Division,47522-5001,0822,,"Primaxx, Inc. dba: SPTS Technologies, 7377 William Ave Ste 800, Allentown, PA 18106 US","Lorna Tribby, Email lorna.tribby@navy.mil",
,15--Airframe Structural Components,,17,,Department of the Army,,"DEFENSE LOGISTICS AGENCY, 5201 MARTIN ROAD/DLA-AVN-AH",<AWARD>,15,,,0bb802cb-8a77-11e7-89d0-1cc1de329608,,,,Defense Logistics Agency Detachment,DLA Aviation and Missile Command (Aviation),35898,0822,,,,
W9124M-17-C-0006,Replace Hangar Door Bldg 850 and 860,,17,,Department of the Army,,"976 William H Wilson Ave, Ste 100 Fort Stewart GA 31314-3322",<AWARD>,Z,238290,"$945,000.00",0bb80294-8a77-11e7-89d0-1cc1de329608,081717,W9124M-17-B-0002,https://www.fbo.gov/notices/ecc8b11a6a3d29d8cffcb9f67276855f,"Army Contracting Command, MICC",MICC - Fort Stewart,31314-3322,0822,,"Outside the Box, LLC., 1428 Floyd Avenuer, Richmond, VA 23220 US","Sebrena M. Butler, Contract Specialist, Phone 9127679033, Email sebrena.m.butler.civ@mail.mil - Mary L. Hightower, Mrs. , Phone (912)767-8472, Email mary.l.hightower2.civ@mail.mil",PRESOL
SPE4A617VH933,"31--BEARING,PLAIN,SELF-ALIGNING",09062017,17,ROBYN.MOODY@DLA.MIL,Defense Logistics Agency,0001,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,31,332991,$60200.00,0bb8030c-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617TDJ72,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A617TDJ72/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,JAMAICA BEARINGS CO INC DBA 1700 JERICHO TPKE STE 1  NEW HYDE PARK 11040-4716 US,ROBYN MOODY804-279-2964ROBYN.MOODY@DLA.MIL,COMBINE  
W91QVN-14-D-0037-0070,REPLACE FOORING,,17,,Department of the Army,,Unit #15289 APO 1 96205-5289,<AWARD>,Z,238330,"$KRW23,595,000.00",0bb8028f-8a77-11e7-89d0-1cc1de329608,082217,W90VN6-17-R-0039,https://www.fbo.gov/notices/b76102292e7e7393e2f82f8af5bdcf6d,"Army Contracting Command, ECC",411TH CSB (W90VN6) RCO OSAN,96205-5289,0822,"Dear vendor,This e-mail is to inform you that your proposal for the subject solicitation was unsuccessful and that a proposal revision will not be considered. The following information is provided for your edification regarding this procurement action:i. Number of proposals received: 10ii. Name of awardee: DUK DONG INDUSTRY CO., LTD.iii. Total award price: KRW23,595,000.00iv. Award was based on Lowest Price Technically Acceptable (LPTA)Your companys interest in doing business with US government and the time and effort you expended in responding to this solicitation are very much appreciated. Thank you for your participation and best of luck with future proposals. Please feel free to contact me with any questions or concerns you have regarding this matter.","DUK DONG INDUSTRY CO., LTD., 213 IHWA-RO, PYONGTAEK, KY 17864 US","Royston S. Voglezon, Phone 3157841148, Email royston.s.voglezon.mil@mail.mil - Kim, Chong Nak, Phone 820316615843, Email chongnak.kim.ln@mail.mil",COMBINE  
SPRAL117P0129,"43--PUMP,HYDRAULIC",09062017,17,Julie.Miller@dla.mil,Defense Logistics Agency,0001,DLA  LAND AND MARITIME (ALBANY)DLR PROCUREMENT OPERATIONS DSCC-Z814 RADFORD BLVDALBANY GA  31704-3019USA,<AWARD>,43,334419,$58380.00,0bb8032e-8a77-11e7-89d0-1cc1de329608,082217,SPRAL117Q0126,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/SPRAL117Q0126/listing.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,31704,0822,Link To Document,Ruta Supplies Inc. 66 Elm Street  Dover 07801-2812 US,Julie Miller614-692-4841Julie.Miller@dla.mil,COMBINE  
VA262-17-C-0229,"Z--CONSTRUCTION SERVICES - PREPARE SITE, PROVIDE, AND INSTALL PHYSICAL ACCESS CONTROL SYSTEM.   ",09212017,17,maria.cruz-thompson@va.gov,Department of Veterans Affairs,VA ACCEPTED BASE BID,Department of Veterans Affairs;Network Contracting Office 22;4811 Airport Plaza Drive;Suite 600;Long Beach CA  90815,<AWARD>,Z,236220,"$456,700.00",0bb803a4-8a77-11e7-89d0-1cc1de329608,082217,VA26217B1255,https://www.fbo.gov/spg/VA/LBVANBC/VAMD/VA26217B1255/listing.html,Long Beach VANLO,Department of Veterans Affairs,90815,0822,Link To Document,"SYGNOS, INC.;3996 MAHAILA UNIT D;SAN DIEGO;CA;92122",maria.cruz-thompson@va.govmaria.cruz-thompson@va.gov,PRESOL
SPE7MX17D0121,SPE7MX17R0064,08242018,17,,Defense Logistics Agency,3,P O Box 3990 Columbus OH 43218-3990,<AWARD>,29,336390,"$36,393.18",0bb8031e-8a77-11e7-89d0-1cc1de329608,082217,SPE7MX17R0064,https://www.fbo.gov/spg/DLA/J3/DSCC/SPE7MX17R0064/listing.html,DLA Acquisition Locations,DLA Land and Maritime,43218-3990,0822," rContract SPE7MX-17-D-0121 awarded torFilter Products Corporation (32AE3)r2155 N. Forbes Blvd. STE 101rTucson, AZ 85745                    r ","Filter Products Corporation (32AE3), 2155 N. Forbes Blvd. STE 101, Tucson, AZ 85745 US","Brandi L. Scott, Email Brandi.Scott@dla.mil",PRESOL
FA8203-17-C-0013,16--Aircraft Components and Accessories,08082017,17,,Department of the Air Force,,DEPARTMENT OF THE AIR FORCE; AFSC PZAAB2;6050 GUM LANE  BLDG 1215; HILL AIR FORCE BASE; UT; 84056-5825,<AWARD>,16,336413,"$871,650",0bb80270-8a77-11e7-89d0-1cc1de329608,082217,FA8203-17-R-0859,https://www.fbo.gov/spg/USAF/AFMC/OOALC/Awards/FA8203-17-C-0013.html,Air Force Materiel Command,AFLCMC / AFSC / AFNWC - HILL AFB,84056,0822,No Description Provided,"PARKER-HANNIFIN CORPORATION,CUSTOMER14300 ALTON PKWY,IRVINE CA 92618-1814","Ruben  Martinez, Phone 801-777-6044, Fax    -   -    , Email ruben.martinez.17@us.af.mil",
W911S2-17-P-0508,"70--CITRIX PREFERRED EXTENDED HOURS SOFTWARE ANNAUAL  MAINTENANCE AND SUPPORT (24x7 PHONE, WEB, AND EMAIL SUPPORT).                                                                   ",02122018,17,,Department of the Army,ALL,"-, Fort Knox, KY 40121",<AWARD>,70,,"$66,407.09",0bb80384-8a77-11e7-89d0-1cc1de329608,082217,KnoxPERSINSDEH0001,https://www.fbo.gov/notices/f7ece1dc3382d5a0c0009a129471dc17,FedBid,FedBid.com -- for Department of Army procurements only,"KRAFTSMAN, INC. [DUNS: 556376700],10051 US HWY 64 E,RAMSEUR NC 27316",0822,No Description Provided,"MVP NETWORK CONSULTING, LLC [DUNS: 125236138],1297 HERTEL AVE,BUFFALO NY 14216","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
W15QKN-15-C-0114_P00007,JPADS SUSTAINMENT Support Option 2 Exercise,,17,,Department of the Army,,BUILDING 10 PHIPPS RD PICATINNY ARSENAL  NJ 07806-5000,<AWARD>,A,541511,"$1,107,930.00",0bb80285-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/notices/855430d4c823e402cdf7f31c3ffc83d1,Army Contracting Command,ACC - NJ (W15QKN),07806-5000,0822,,"Charles Stark Draper Laboratory, 555 Technology Square, Cambridge, MA 02139 US","Elizabeth A. Horak, Phone 9737245369, Email elizabeth.a.horak2.civ@mail.mil - Marcus L. Edmundson, Phone 9737245382, Email marcus.l.edmundson.civ@mail.mil",
VA786-17-J-0660,99--New Contract JACKSONVILLE NC | to provide (I1-BLANK MARBLE NICHE COVERS) for a new columbarium nearing completion at Jacksonville National Cemetery.  ,09122017,17,sheryl.palacio-davis@va.gov,Department of Veterans Affairs,0001,Department of Veterans Affairs;NCA Contracting Service;75 Barrett Heights Rd. Suite 309;Stafford VA  22556,<AWARD>,99,327991,"$51,800.00",0bb8040f-8a77-11e7-89d0-1cc1de329608,072917,VA78617Q0602,https://www.fbo.gov/spg/VA/VANCA/VANCA/VA78617Q0602/listing.html,VA National Cemetery Administration Centralized Contracting Division,Department of Veterans Affairs National Cemetery Administration,22556,0822,Link To Document,HILLCREST GRANITE COMPANY;1402 OLD MIDDLETON RD;ELBERTON;GA;30635,SHERYL PALACIO-DAVISsheryl.palacio-davis@va.govContracting Officers Email,PRESOL
V797D-70167,"65--V797D-70167 Applied Medical Technologies, Inc. (65IIA) Effective 07-01-2017 to 06-30-2022  ",08302017,17,fss.help@va.gov,Department of Veterans Affairs,1,"Department of Veterans Affairs;OAL / National Acquisition Center;Building 37;1st Avenue, One Block North of Cermak;Hines IL  60141",<AWARD>,65,339113,"$250,000.00",0bb80407-8a77-11e7-89d0-1cc1de329608,070117,65IIA,https://www.fbo.gov/spg/VA/VANAC/VANAC/65IIA/listing.html,VA National Acquisition Center,Department of Veterans Affairs National Acquisition Center,60141,0822,Link To Document,"APPLIED MEDICAL TECHNOLOGY, INC.;8006 KATHERINE BLVD;BRECKSVILLE;OH;44141",FSS Service Help Desk708-786-7737helpdesk@ammhinFSS@va.govFSS Halp Desk,
SPE4A417V9117,58--PANEL ASSEMBLY,09062017,17,KIM.ALSTON@DLA.MIL,Defense Logistics Agency,0001,DLA AVIATIONSUPPLIER OPER SUPPLIER SPT DIV8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,58,334511,$28842.00,0bb8030e-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617TCZ62,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A617TCZ62/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,AIRMARK PLASTICS CORPORATION 717 N CONEY AVE  AZUSA 91702-2205 US,KIM ALSTON804-279-5876KIM.ALSTON@DLA.MIL,COMBINE  
FA865017C7719,A--Causal Exploration of Complex Operational Environments,09062017,17,,Department of the Air Force,,"USAF/AFMC, AFRL WRIGHT RESEARCH SITE, 2130 EIGHTH STREET, BUILDING 45, WRIGHT-PATTERSON AFB OH 45433-7541",<AWARD>,A,541712,$4212079,0bb80275-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/USAF/AFMC/AFRLWRS/Awards/FA865017C7719.html,Air Force Materiel Command,AFRL/RQK - WPAFB,45433,0822,No Description Provided,"BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRAT, TECHNOLOGY SOLUTIONS-ADVANCED INFORMATION TECHNOLOGIES 600 DISTRICT AVE, BURLINGTON MA 01803-5046","MELINDA K VOILES, Contracting Officer, Phone (937)713-9815 x, Email MELINDA.VOILES@WPAFB.AF.MIL",
SPE4A417V9135,66--INDICATOR ASSEMBLY,09062017,17,RUSSELL.MYERS@DLA.MIL,Defense Logistics Agency,0001,DLA AVIATIONSUPPLIER OPER SUPPLIER SPT DIV8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,66,334519,$29670.00,0bb80310-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617TCZ17,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A417V9135.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,CURTISS-WRIGHT FLOW CONTROL 1966 BROADHOLLOW RD STE E  FARMINGDALE 11735-1726 US,RUSSELL MYERS804-279-3182RUSSELL.MYERS@DLA.MIL,
V797D-70188,"65--MRP, LLC dba Aquabiliti - V797D-70188 65IIA Medical Equipment  Supplies Contract Award Effective 07/01/2017 through 06/30/2022  ",08272017,17,FSS.help@va.gov,Department of Veterans Affairs,3,"Department of Veterans Affairs;OAL / National Acquisition Center;Building 37;1st Avenue, One Block North of Cermak;Hines IL  60141",<AWARD>,65,339112,"$750,000.00",0bb80402-8a77-11e7-89d0-1cc1de329608,062817,65IIA,https://www.fbo.gov/spg/VA/VANAC/VANAC/65IIA/listing.html,VA National Acquisition Center,Department of Veterans Affairs National Acquisition Center,60141,0822,Link To Document,"MRP, LLC;5209 LINBAR DR STE 640;NASHVILLE;TN;37211",FSS Service Help Desk708-786-7737helpdesk.ammhinfss@va.govFSS Help Desk Email,
N00189-17-F-G032,59--TERADYNE AI/DI SERIES SPARES KIT - SOLE SOURCE,09062017,17,,Department of the Navy,,"N00189 NAVSUP Fleet Logistics Center Norfolk Groton Office Box 500 Bldg. 84/2 Subase NLON Groton, CT",<AWARD>,59,334419,"$208,511.00",0bb803d1-8a77-11e7-89d0-1cc1de329608,082217,N0018917QG137,https://www.fbo.gov/spg/DON/NAVSUP/2404/N0018917QG137/listing.html,Naval Supply Systems Command,NAVSUP Fleet Logistics Center Norfolk Groton Office,06349,0822,"This is a SYNOPSIS OF CONTRACT AWARD. This synopsis is to announce award of a contract in accordance with FAR subpart 5.3. No proposals are being requested or accepted with this synopsis. THIS IS NOT A SOLICITATION FOR PROPOSALS AND NO CONTRACT SHALL BE AWARDED FROM THIS SYNOPSIS.On August 22, 2017, NAVSUP FLC Norfolk, Groton Office, CT awarded a sole sourced Firm-Fixed-Price contract for Teradyne Ai/Di Spares Kit in support of Naval Submarine Support Facility New London Groton, CT. Contract N00189-17-F-G032 was awarded to Teradyne, Inc. in the amount of $208,511.00. The award was made in response to proposals submitted under RFP N00189-17-Q-G137.","TERADYNE, INC. (DUNS 074528345)700 RIVERPARK DRNORTH READING, MA 01864-2634",LARISSA BENOIT,SNOTE
AG-9AC7-C-17-0073,Replace Stonyford Warehouse Doors,,17,,Department of Agriculture,001,"3644  Avtech Parkway, Suite 180 Redding CA 96002",<AWARD>,Z,238350,"$24,489.00",0bb8039d-8a77-11e7-89d0-1cc1de329608,082117,AG-9AC7-S-17-0119,https://www.fbo.gov/notices/77394d80e427eac2de721d03fae65944,Forest Service,R-5 Northern CA Acquisition Service Area,96002,0822,,"ABS Builders Inc, P.O. Box 95, Maxwell, CA 95955 US","Tracy Marino, Contract Specialit, Phone 530-226-2451, Email tmarino@fs.fed.us",PRESOL
SPE7M017VC135,"48--VALVE,GLOBE",09062017,17,REBECCA.MERZ@DLA.MIL,Defense Logistics Agency,0001,DLA LAND AND MARITIMEMARITIME SUPPLY CHAIN ESOC BUYSPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,48,332911,$30444.00,0bb80360-8a77-11e7-89d0-1cc1de329608,082217,SPE7MC17TR670,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/SPE7MC17TR670/listing.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,"Pima Valve, Inc. 6525 W ALLISON RD STE 5010  CHANDLER 85226-5010 US",Rebecca Merz614-692-8709REBECCA.MERZ@DLA.MIL,COMBINE  
N00178-17-C-6003,Zygo System,09082017,17,,Department of the Navy,0001-0011,17362 Dahlgren RoadrSuite 157 Dahlgren VA 22448-5100,<AWARD>,66,334516,"$261,265.00",0bb803c3-8a77-11e7-89d0-1cc1de329608,081417,N00178-17-R-4019,https://www.fbo.gov/spg/DON/NAVSEA/N00178/Awards/N00178-17-C-6003.html,Naval Sea Systems Command,NSWC Dahlgren Division,22448-5100,0822,"The Naval Surface Warfare Center, Dahlgren Division (NSWCDD) awarded Contract N00178-17-C-6003 to Zygo Corporation for a Dynafiz Interferometer with other options included for a full Zygo System on 14 August 2017.","ZYGO CORPORATION, Laurel Brook Rd, Middlefield, CT 06455 US","Janelle Tempalski, Phone 5706067111, Email janelle.tempalski@navy.mil",
SPE4A017V0851,"15--SUPPORT,STRUCTURAL",09062017,17,Daphine.Kelly@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONAVIATION SUPPLY CHAIN ESOC BUYSRICHMOND              VA 23297RICHMOND VA  23297-5770USA,<AWARD>,15,336413,$60584.00,0bb8030a-8a77-11e7-89d0-1cc1de329608,082217,SPE4A717TM707,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A717TM707/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,WELDMAC MANUFACTURING CO 1533 N JOHNSON AVE  EL CAJON 92020-1617 US,Daphine KellyDSN-695-6221Daphine.Kelly@dla.mil,COMBINE  
SPE7M817P3414,"47--TUBE,METALLIC",09062017,17,Kyle.Barr@dla.mil,Defense Logistics Agency,0001,DLA LAND AND MARITIMESWITCHES RELAYS WIRE AND CABLE DIVPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,47,331210,$34431.70,0bb80350-8a77-11e7-89d0-1cc1de329608,082217,SPE7M817Q0255,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPE7M817P3414.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,"GREENE MACHINE  MANUFACTURING, INC 251 S ST  MACON 31206-1065 US",Kyle Barr614-692-1243Kyle.Barr@dla.mil,
SPE4A717PD775,"16--PARTS KIT,STRUT",09062017,17,Claudette.Atkins@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONASC SUPPLIER OPER AE AND AF DIV8000 JEFFERSON DAVIS HWYRICHMOND VA  23297USA,<AWARD>,16,336413,$84810.15,0bb802ea-8a77-11e7-89d0-1cc1de329608,082217,SPE4A717Q1521,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A717PD775.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"KITCO, INC. DBA KITCO DEFENSE 1625 N 1100 W  SPRINGVILLE 84663-3184 US",Claudette Atkins804-279-4920Claudette.Atkins@dla.mil,
SPE7L417V1274,"28--MANIFOLD, EXHAUST",09062017,17,april.green@dla.mil,Defense Logistics Agency,0001,DLA LAND AND MARITIMELSO COMBAT VEHICLES AND ARMAMENTPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,28,333618,$31570.00,0bb80363-8a77-11e7-89d0-1cc1de329608,082217,SPE7L417T3668,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPE7L417V1274.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,BRIGHTON CROMWELL LLC 111 CANFIELD AVE BLDG C 1-10  RANDOLPH 07869-1119 US,April Green614-692-1302april.green@dla.mil,
SPE4A717V1932,"16--SEAT,AIRCRAFT",09062017,17,Matthew.Wood@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONASC SUPPLIER OPER AE AND AF DIV8000 JEFFERSON DAVIS HWYRICHMOND VA  23297USA,<AWARD>,16,336413,$67987.84,0bb802e1-8a77-11e7-89d0-1cc1de329608,082217,SPE4A717TN017,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A717TN017/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"C. R. Daniels, Inc. DBA Dandux 3451 Ellicott Center Dr  Ellicott City 21043-4112",Matthew Wood804-279-4369Matthew.Wood@dla.mil,COMBINE  
SPE4A617VH903,"59--CABLE ASSEMBLY,PRIN",09062017,17,Matthew.Wood@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,59,334419,$44970.00,0bb802dd-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617TDN17,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A617TDN17/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"JANELS INDUSTRIES, INC. 127 S ROWLAND ST  CASSOPOLIS 49031-1349 US",Matthew Wood804-279-4369Matthew.Wood@dla.mil,COMBINE  
GS35F632GA,"70 -- General Purpose Commercial Information Technology Equipment, Software and Services",,17,,General Services Administration,"132 40,132 51",,<AWARD>,70,541519,"$475,000",0bb80390-8a77-11e7-89d0-1cc1de329608,082217,FCIS-JB-980001-B,https://www.fbo.gov/notices/06ba75db71bbef7aac90f69063c1937d,Federal Acquisition Service (FAS),Center for IT Schedule Operations (QTFA),"REDJACK, LLC 8484 GEORGIA AVE STE #940 SILVER SPRING MD USA 20910-5612 ",0822,No Description Provided,KEY CYBER SOLUTIONS LLC 409 E MAIN ST SUITE 200 RICHMOND VA USA 23219-3845 ,Regina V. Ellis 703-283-8201  ; Kofi B. Amoa-Mensah 703-283-2703,COMBINE  
SPE4A617VH920,58--AMPLIFIER-MONITOR,09062017,17,Matthew.Wood@dla.mil,Defense Logistics Agency,0001-0002,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,58,334290,$116230.00,0bb802e3-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617TDN36,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A617TDN36/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"CENTROID, INC. 111 E AMES CT UNIT 1  PLAINVIEW 11803-2307 US",Matthew Wood804-279-4369Matthew.Wood@dla.mil,COMBINE  
N61331-17-P-0186,60--Glenair Brand Fiber Optic Cables,01242018,17,,Department of the Navy,ALL,"6703 West High Way 98, Panama City, FL 32407",<AWARD>,60,,"$53,168.64",0bb803c6-8a77-11e7-89d0-1cc1de329608,082217,N61331-17-Q-DM22,https://www.fbo.gov/notices/fa2ad61928261ec79607600154a86969,Naval Sea Systems Command,NSWC Panama City Divison,"Phillips Corporation, 7390 Coca Cola Drive, Suite 200r, Hanover, MD 21076 US",0822,No Description Provided,"BTC ELECTRONICS [DUNS: 039882287],2709 Connector Drive,Wake Forest NC 27587","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
SPE4A117G00190023,"16--HOUSING,BUNGEE LOCK",09062017,17,Peter.Russell@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONASC SUPPLIER OPER OEM DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,16,336413,$136128.52,0bb802f4-8a77-11e7-89d0-1cc1de329608,082217,SPE4A517T1067,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A117G00190023.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"BOEING COMPANY, THE DBA Boeing 6200 JS MCDONNELL BLVD  SAINT LOUIS 63134-1939 US",Peter Russell804-279-3069Peter.Russell@dla.mil,
SPMYM3-17-P-2090,PRECAST CONCRETE,,17,,Defense Logistics Agency,,P O Box 3990 Columbus OH 43218-3990,<AWARD>,56,327390,"$33,893.00",0bb80321-8a77-11e7-89d0-1cc1de329608,082217,SPMYM3-17-Q-2090,https://www.fbo.gov/spg/DLA/J3/DSCC/SPMYM3-17-Q-2090/listing.html,DLA Acquisition Locations,DLA Land and Maritime,43218-3990,0822,,"Chasco Inc, 15 Banfield Rd unit 6 , Portsmouth, NH 03801-5607 US","Sterling Mathews, Phone 2074382848, Email sterling.mathews@navy.mil",COMBINE  
R17PX00648,D--DHI SOFTWARE MAINTENANCE,09062017,17,,Department of the Interior,,Bureau of ReclamationDenver OfficeAcquisition Operations GroupBuilding 56 - Denver Federal CenterMS 84-27810DenverCO80225US,<AWARD>,D,511210,"$31,758.75",0bb802bc-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/notices/9fa1726fc6748429777ed00f65f68324,Bureau of Reclamation,BOR - All Offices,80225,0822,DHI Software License Renewal  MaintenanceIGF::OT::IGF,"DHI WATER  ENVIRONMENT, INC.141 UNION BLVD STE 250LAKEWOODCO80228-2206US","Daly, Deirdre",
